"","subj","RT","subj_mean_rt","normRT"
"2839","CCC01_19",1325,1878.88778877888,1107.78117346287
"2840","CCC01_19",2275,1878.88778877888,2057.78117346287
"2841","CCC01_19",1108,1878.88778877888,890.78117346287
"2842","CCC01_19",1979,1878.88778877888,1761.78117346287
"2843","CCC01_19",1311,1878.88778877888,1093.78117346287
"2844","CCC01_19",1927,1878.88778877888,1709.78117346287
"2845","CCC01_19",2741,1878.88778877888,2523.78117346287
"2846","CCC01_19",1627,1878.88778877888,1409.78117346287
"2847","CCC01_19",1468,1878.88778877888,1250.78117346287
"2848","CCC01_19",1741,1878.88778877888,1523.78117346287
"2849","CCC01_19",2403,1878.88778877888,2185.78117346287
"2850","CCC01_19",1415,1878.88778877888,1197.78117346287
"2851","CCC01_19",3427,1878.88778877888,3209.78117346287
"2852","CCC01_19",1479,1878.88778877888,1261.78117346287
"2853","CCC01_19",3119,1878.88778877888,2901.78117346287
"2854","CCC01_19",1070,1878.88778877888,852.78117346287
"2855","CCC01_19",1222,1878.88778877888,1004.78117346287
"2856","CCC01_19",1488,1878.88778877888,1270.78117346287
"2857","CCC01_19",2153,1878.88778877888,1935.78117346287
"2858","CCC01_19",1462,1878.88778877888,1244.78117346287
"2859","CCC01_19",1486,1878.88778877888,1268.78117346287
"2860","CCC01_19",2174,1878.88778877888,1956.78117346287
"2861","CCC01_19",1731,1878.88778877888,1513.78117346287
"2862","CCC01_19",1282,1878.88778877888,1064.78117346287
"2863","CCC01_19",1227,1878.88778877888,1009.78117346287
"2864","CCC01_19",1669,1878.88778877888,1451.78117346287
"2865","CCC01_19",2327,1878.88778877888,2109.78117346287
"2866","CCC01_19",2502,1878.88778877888,2284.78117346287
"2867","CCC01_19",1030,1878.88778877888,812.78117346287
"2868","CCC01_19",2711,1878.88778877888,2493.78117346287
"2869","CCC01_19",1253,1878.88778877888,1035.78117346287
"2870","CCC01_19",1511,1878.88778877888,1293.78117346287
"2871","CCC01_19",3518,1878.88778877888,3300.78117346287
"2872","CCC01_19",2438,1878.88778877888,2220.78117346287
"2873","CCC01_19",1791,1878.88778877888,1573.78117346287
"2874","CCC01_19",1299,1878.88778877888,1081.78117346287
"2875","CCC01_19",827,1878.88778877888,609.78117346287
"2876","CCC01_19",1396,1878.88778877888,1178.78117346287
"2877","CCC01_19",1303,1878.88778877888,1085.78117346287
"2878","CCC01_19",3575,1878.88778877888,3357.78117346287
"2879","CCC01_19",1845,1878.88778877888,1627.78117346287
"2880","CCC01_19",917,1878.88778877888,699.78117346287
"2881","CCC01_19",1548,1878.88778877888,1330.78117346287
"2882","CCC01_19",1433,1878.88778877888,1215.78117346287
"2883","CCC01_19",1667,1878.88778877888,1449.78117346287
"2884","CCC01_19",1347,1878.88778877888,1129.78117346287
"2885","CCC01_19",993,1878.88778877888,775.78117346287
"2886","CCC01_19",1029,1878.88778877888,811.78117346287
"2887","CCC01_19",1541,1878.88778877888,1323.78117346287
"2888","CCC01_19",851,1878.88778877888,633.78117346287
"2889","CCC01_19",1581,1878.88778877888,1363.78117346287
"2890","CCC01_19",2105,1878.88778877888,1887.78117346287
"2891","CCC01_19",1432,1878.88778877888,1214.78117346287
"2892","CCC01_19",1522,1878.88778877888,1304.78117346287
